state,Average Abortion Rate,Normalized Abortion Rate
CO,13.994117647058824,0.4320776255707762
FL,23.28235294117647,0.95
GA,17.27058823529412,0.75
IA,9.694117647058825,0.08114754098360659
LA,12.117647058823529,0.25
MI,17.970588235294116,0.7732876712328766
NM,15.158823529411764,0.545091324200913
OH,13.42941176470588,0.37728310502283086
PA,16.241176470588236,0.6501141552511415
WI,9.247058823529413,0.05
